issue_date;community_area_name;unit_description;license_plate_number;violation_code;fine_amount
2012-10-24 11:20:00;NEAR NORTH SIDE;CPD;761a337a5ffe84d4ecad213d60444255da9b86d7f4166fd6056cd8d9ef225544;0976160A;60
2016-06-28 07:29:00;LAKE VIEW;DOF;5e35cec34905727662f7a1dcd961fd6b8e2310bcc99d306b1fe15abbf27847d3;0964040B;60
2003-06-13 13:10:00;GARFIELD RIDGE;CPD;660f5299e05a59026c2b7dbc8d1074010d34122f161dad0fd996c6edb2c2c6db;0964150B;50
2004-12-21 16:30:00;SOUTH LAWNDALE;CPD;7f7535d3907427a55098a1a6a90da76a9720f8206948554332c8dd1fed37e126;0964110C;50
2015-12-15 21:02:00;NEAR NORTH SIDE;DOF;429498bc29fa7b6620948958c4a9fed44182e2100be45e14f62456542533e653;0964190B;65
2009-04-14 13:45:00;ALBANY PARK;DOF;c4202cadffd92bc22e441ae4ee33e257261d4e29e1d65f04e709a4960d25a10e;0964190;50
2009-10-19 13:17:00;NEAR NORTH SIDE;CPD;e8caa440084ebefefacbdc24fc77b6dd4dd196c0378f709073fe2437d2c970f1;0964190;50
2012-04-17 09:03:00;BRIDGEPORT;CPD;0672de926a36156f495664e6f127808c7002a4dbb09cdbcdf19e3e83197224b9;0964040B;50
2010-11-01 07:19:00;LOWER WEST SIDE;DOF;0cd9322c8702ef92b8989ebb6338015620422cf29a34c9d000deca8389e65040;0964150B;60
2015-04-18 19:19:00;LOGAN SQUARE;DOF;feb31c9376a6d7b8c3757c1cc2452e41df3041caa6be035249f4ce54843a301b;0976160D;60
2003-06-04 09:50:00;WEST RIDGE;CPD;21075d0d06e6aa88e33738c43f886ab724cb811767daba670f9f8a04b9158d1b;0964040B;50
2000-07-12 14:55:00;ENGLEWOOD;CPD;b33ae949aefc041f16975124bf90ef9cbfe5229db5d3c14be36f685ef8415b1f;0964190A;30
2011-08-11 10:02:00;AUSTIN;CPD;6b90d453e6cb0893b4673ab14e7a71c7dc644f1a6a2b48c84f2a1a8bb6c214ae;0964040B;50
2005-04-20 04:01:00;NEAR NORTH SIDE;CPD;ee4ccd16a45656743832427541c391b4fc221fbb6297cfd17a7067b55fad1f53;0964040B;50
1998-08-21 17:07:00;HYDE PARK;Unidentified;480141cd2081978a488522967e25e5f6c7c18bfe91ecdc45b9616abdd6ae2a4f;0980130A;25
2016-01-28 13:32:00;NEAR SOUTH SIDE;DOF;1317d2fefeebf77d5a2dd02394cc455c84c37475416b0a8b079f4d8694427558;0964080B;100
2015-06-25 09:38:00;LOWER WEST SIDE;CPD;d75c3396e4c22bfb9ac20f83e1add14db95f25ba15efe725e7b3adf6d2a9a9e5;0964040B;60
2014-09-26 10:54:00;LINCOLN PARK;DOF;6cc7f6f02352fe07d1d3bbee7719a696e9fab8cff0ba3c54a014062ce5950c5d;0964190A;50
1997-04-30 10:55:00;NEW CITY;Unidentified;9175b210d9a98ac2420539c8a7417195a28f8bced06bf4acf65593278aff073c;0964190A;20
2017-05-28 17:36:00;LOWER WEST SIDE;CPD;962f8e8e1e532d5db95154745c4e5816532dc40e214f8a307393f5ca21ae06dd;0964050J;250
2005-11-22 09:54:00;GAGE PARK;DOF;1c2b9ea5a20f05eea5528574eef51acdf369c0238598fb68d7c1430baf984ed4;0964125;120
2016-01-04 00:34:00;ASHBURN;CPD;6e98a9c7741dad1e81bd0ec63d25010248ff9aa08c5b731c68f64527957e0c89;0964150B;75
2005-02-17 16:40:00;NEAR NORTH SIDE;DOF;6b42194a7673cb3c20a3c47940ed5e3e02b4d95f796cffc7d7a0f44556e3fcb8;0964080A;50
2013-01-22 11:25:00;LOGAN SQUARE;DOF;4266cb27ece74c4c996d84a97287b51768222948c0cd6fe4635326902b98bf05;0976160A;60
1998-09-11 09:45:00;ARCHER HEIGHTS;Unidentified;ca1ddfa9d288b36124eb04fcff06b14aeae552fbbda8c5e21236cd07fe03bdd5;0964080B;30
2003-01-24 13:09:00;LINCOLN PARK;DOF;2b27ac870042f6534d8d0f2ae909159fe3b110901df04b7b8f74363d34df32d5;0964130;50
2005-06-24 17:16:00;NEAR NORTH SIDE;DOF;2270b1a013fb5046ff589ee10bf156fe97b301344a6119152f76575bd4d68a8b;0964080A;50
1998-05-28 02:43:00;FULLER PARK;Unidentified;0cd78fd0bc2782a7aea500a879aabf9188230c59a86ad01848437b936932b09e;0964170A;25
2007-10-25 17:35:00;WEST ENGLEWOOD;CPD;ee379ec2d510a722319a7988a805ce63fa21a1298fcb06bb6c165e7de3ca7ec9;0976160F;50
2007-04-18 10:15:00;NEW CITY;CPD;694b34c933b13821f9cae322be295bdefa07ed56b5900fefb9b343257a8d9725;0976160A;50
2005-12-14 14:04:00;HYDE PARK;DOF;06016edf1b174483df14bb86199eb3f0071afcff2659087b4b153237f58a9111;0976160F;50
2015-10-26 07:32:00;NEAR SOUTH SIDE;DOF;903d6fb71a281c9b9942909c3b97139ea3da28536ae676d71b429151cad16212;0976160A;60
2012-12-12 09:24:00;WEST RIDGE;DOF;84601f4ed59e3744740f342ea33986d3711070a7a29c84ef9d0a6cce001f69b4;0976160F;60
2011-06-21 11:22:00;NEAR NORTH SIDE;CPD;b84343d607fe0e5fa98e4d8b2f97bdf28b1a353fcb372a194466ec84e27ed873;0964040B;50
2017-05-13 19:45:00;LINCOLN PARK;DOF;884cdc7f12fe62e2381293f41879d370ad7f336db6ac5f3e9582cde707c72391;0964090E;75
2013-01-12 00:23:00;SOUTH CHICAGO;CPD;32eb117f61106306378bb7712513c6d79adb5e0dc07492fcf1478e15bbe98e48;0964125B;200
2010-11-26 10:34:00;AVONDALE;DOF;c5573c3c864aafd2a3febb705a94f22689c1cd3b0c140736f1e5c5ef659d532c;0964040B;50
2015-07-27 09:59:00;WEST TOWN;DOF;67a9e5113f461aec5660ca9a86b42bf2e99fd428164c858169eb9ad4674947f1;0964100G;60
2007-10-10 22:20:00;OHARE;CPD-Airport;8799ec1afbcdee67a2b330497768767febeb7462bd6ee38c56f29a729f288405;0976160F;50
2003-10-02 07:58:00;LAKE VIEW;CPD;0be26b3dd66d5ea2ed7afe4a9174c47e9f2f04f060d3911252713e1cea8ce723;0964100D;30
2002-02-06 03:23:00;AUBURN GRESHAM;CPD;b43b0f839db9215c1b53dc44c6c0d7783c69e2e9998544680fe194e26869e8c7;0964060;30
2011-10-05 11:43:00;LINCOLN PARK;DOF;c8b610be7c2726dd2632c65f28b7cfbe918062609f10d42507323c767b2a6317;0964190;50
2002-09-21 05:29:00;NORTH LAWNDALE;CPD;1aa6bfeed52c4b7fed6044f6d807e085d2e281256dfab1e4b3a283d08898147b;0964125;60
2005-03-15 10:15:00;CHICAGO LAWN;CPD;bed0e8cfb37f15ac042c79c7e2b9a0fa72654c8adeb99f06b91f1ed6c77cb857;0964125;120
1999-04-06 16:13:00;CHICAGO LAWN;CPD;05f6d5434530965af4b5beaa66ae382560e36abae17c95ab966e86b018afc5e9;0964080A;30
2009-12-19 15:42:00;LAKE VIEW;DOF;8d0368320c4f86f9718cdee758f3c832f1213a102def8c6a65af458ff4326727;0976160F;50
1999-08-23 23:30:00;NEAR WEST SIDE;CPD;089741dd04b130c8884845c470c9f4bd541439b6e98edfeec32b75199a0a0cd6;0964100A;60
2004-12-14 13:08:00;HYDE PARK;DOF;8aa187e76506e65d519bf18acfc3c5f68560d806e11fe82896b7de3914fab9ef;0964190A;30
2012-08-20 08:15:00;AUSTIN;DOF;b75d4bf59f0d787b474b1b64fc26b3bcaedf54a8d5edfc02b90a7847bfd3fab2;0964125B;200
2007-03-06 15:14:00;NEAR NORTH SIDE;CPD;2aaed9367b7c23e21ede8ae29c388a0fe489ac96c187255062f785639ab4d57f;0964150B;50
2006-03-11 12:35:00;LOGAN SQUARE;DOF;e87ed7dabef2928eac508c4cde27d5cc2a4099947a2a66d29fc698be22f3555e;0964190A;30
2002-11-04 14:13:00;MONTCLARE;CPD;e660a43c0402788b64084742204c45232b6de6f8ed70984d44ce260e814fa58b;0964125;60
1998-11-19 10:00:00;WEST TOWN;CPD;27e3243915950a12206a90e27bfaa693150a973ff8b7074fd5f887fe3bfbba71;0964150B;30
2003-09-04 09:45:00;ROGERS PARK;CPD;0d3277b8ac8c21ff1b1a44ab6e31165900d24443b59d7bffb426c5e9301e13c5;0964040B;50
2005-01-10 13:00:00;NEAR NORTH SIDE;CPD;cdccb9c10cd55e8bfb2fcafca65ea74f1589d368f32c64d7aa193f5c5081ac33;0964150B;50
2000-03-17 07:40:00;UPTOWN;CPD;f995c07fd7c9e80f79c54948060b4f3cbb483c0e357babf27706da4f10019ef1;0964080A;50
1999-07-01 20:12:00;HUMBOLDT PARK;CPD;6d0d290d34b867528cdec7b091ecff9713c0897ed3f65d8c8aca2a3c80653c41;0980080B;25
2008-10-17 09:37:00;PORTAGE PARK;DOF;4cdf9df2ba3327a99e46a9f7d2eec2428eb245b8829c01fc0977997b7f7a3bb0;0964040B;50
2009-08-27 09:00:00;HEGEWISCH;DOF;d4083568a3e892506c9718804d4cf9e0c5cb4e0ad38d76162ac97d28569388fb;0964125;120
2000-05-25 05:33:00;LOGAN SQUARE;CPD;7870c42215284c04c5bca66c26fae238dcb4f415f823100ab7725c7d8f83abb8;0964110C;50
2006-11-16 12:48:00;NEAR NORTH SIDE;DOF;65963831393798019054ff377e584101cb903eb78a35f5cc57473220770cac65;0964190A;30
2008-05-22 11:08:00;BELMONT CRAGIN;DOF;b7ab013889457f67b286099891329f2a4093c8b0f5b5f2dc37b71f2291f1ff0b;0964090E;60
2005-06-04 03:46:00;LINCOLN PARK;CPD;c3793a45115d1a804dcfc75ba8ae2278c3670240bde9feee2c63e5bd11833a13;0976160A;50
2006-10-05 10:02:00;WEST TOWN;DOF;1f7509b0bbd7f76da677088905c5890e5decd9624ae506b3d74f4c9bba7d4d4e;0964040B;50
2000-08-22 09:48:00;UPTOWN;DOF;efc8c1c3a4702bc7b439ee5f66da79e7183e19ab5bb74b2ca01e4fcf53e53d48;0964040B;50
2000-07-17 05:21:00;EDGEWATER;CPD;e1dedbba278952349cfb473c1cf652b457ff4da9d5f0c45e995b1e08da6a05f6;0964110C;50
2012-10-01 20:31:00;NEAR SOUTH SIDE;Miscellaneous;9ff1355f04b2a456d58972001aeea9388b04a94849be434bf41a9d5f7ff3e994;0964190A;50
2011-05-26 12:54:00;NEAR WEST SIDE;DOF;46e8fc5dbbf673c8ef250900775a0d0a79be1c8bdf071353adf1a7ae66871c4f;0964125;120
2016-11-03 09:31:00;LAKE VIEW;DOF;ace0a0582aa3be7ed230ea7f6f673f9629ed76c9101a9ef271312ecd6784fd24;0964040B;60
2010-12-10 08:29:00;WEST TOWN;CPD;8637462c079994038c9938341bda96b7cdcefa21134312a0ce6503a082b1e491;0964080B;60
2001-01-24 09:58:00;LOOP;DOF;e428b0fe9886fa9131446144fbaf9b7aa4de9529370068c703b0d9696eb3791b;0964150B;50
2004-11-24 09:10:00;LAKE VIEW;DOF;91fa9bf2e47b39d253b9b11863e930ea6bf5fcc1e396746972a5c38d33b355e6;0964040B;50
2003-08-09 16:15:00;BELMONT CRAGIN;CPD;af1b784bf04e278225a10fb1932abad88277a8cb4769cda7f9e584a1f59a683f;0964125;60
2002-03-02 01:40:00;AUBURN GRESHAM;CPD;f6ad31c6672fb232ea934ef667604dbe31503c26c421d1ead8a2c34a20366c0d;0964080B;50
2009-10-07 11:43:00;SOUTH LAWNDALE;DOF;e3ade6efedf6b3df7fb73bb4b52a7cd9d9579375c399d81acfdaaa7c2f03d880;0976160F;50
2001-06-28 09:37:00;ALBANY PARK;DOF;afd687c4287a53f7521d5fe77d23f6c64a002ed62b84b8cf8bf0b6f454cd0c55;0964040B;50
2000-08-07 18:31:00;HYDE PARK;CPD;dd18b5d675d98d51842777a00d4b2114c52a8a9339cf2d46f06a2c00b8ccd598;0964020B;25
2002-06-02 12:12:00;NEAR NORTH SIDE;CPD;24395047d97a75dd2e0ea11e85f5cad71b9d27de3b12a42559df438cbe49caf0;0964150B;50
2006-11-02 16:18:00;NEAR NORTH SIDE;CPD;b78eaa50a3cb10e2aa61238b7c57451bafcedfc0627d2a84ed21847e5b7c360b;0976160A;50
2003-08-08 07:25:00;GAGE PARK;CPD;c9ee78b21bb4cd6129ee0180d5c4cdc76b494ca83d1087fe6a70929a26e27ce6;0964090E;50
2001-06-01 10:40:00;HYDE PARK;Miscellaneous;f6b92da8004fd538f8862cd55f2f4120a90b2017f5e57724c55521aee06c7c67;0964040B;50
1998-10-14 12:40:00;LOOP;CPD;971d2b1bdc082a0efeb658809b982d897e381ca98f1bd1f88137b127b1d3b11e;0964080B;30
2016-10-24 01:07:00;HERMOSA;CPD;9379d73089e249ca9d629f72c4ef5b1b7371154a40a6b788fb1c0dea735afe4a;0964125B;200
2018-01-21 15:53:00;WEST TOWN;DOF;81617cb0ce8c3658722a23b9d4dfbfb51f676acf4ae48542eb2a92f139a7fe11;0964190A;50
2016-02-25 11:41:00;SOUTH LAWNDALE;DOF;130a1a11af30f84dbc0c39c19fe268c003da9495cc552d5a43edfc86818cf142;0964190A;50
1996-09-28 10:22:00;SOUTH LAWNDALE;Unidentified;6785bbb4cb6fa372a53327542eed35a81465baf34d79ca0be394667089f9f843;0964190A;20
2016-08-10 12:41:00;LINCOLN PARK;DOF;27ffcb09a87857496e81d34fcfb5f634c8cd6fdd44a70f2213669210c4a2d6a9;0964150B;75
2011-07-05 09:50:00;LOGAN SQUARE;DOF;1ee37941b400d6d7aa57fc4f997b91ac401f4acbd74406a12140c92508d297c6;0976160F;50
2004-11-27 00:58:00;LINCOLN PARK;DOF;4e77722aeec894ce66ed72af6b5fa327bbeda11ef2ba7ec4f2d07aacfb6c20c0;0964090E;50
2009-03-03 12:15:00;NEAR NORTH SIDE;CPD;4a38c6b225bd09daaabbc23a59c94bc4310376f862d9f3005def77b3565952eb;0976160F;50
2002-07-31 10:08:00;LOOP;CPD;aead50e5d3f8edf32ce5643722b6fa6e7f49282424227a9e54ed6c58c993e065;0964110C;50
2001-10-06 17:45:00;WEST TOWN;CPD;ba66b59d4ed801162cfd0edf0c62536eb8d811f239b52c7e90693365b0de3ec2;0964100A;100
2005-04-04 07:22:00;WEST RIDGE;CPD;be4854f53bdaf581e4a7d71b32a75dec677d001fd102eca13615a433cc1afff9;0964080A;50
2009-02-18 00:24:00;OHARE;Miscellaneous;7d06c21286cbb103046779149a6f48c89d8c073b7d02e9f5c59a0f9d12f9fb13;0976160F;50
2001-10-01 16:00:00;LOOP;CPD;990f9989ea9088e3ef818b6b973ce080c0623d3fc7b57dcda97a50c536460eb4;0964080A;50
2015-05-11 16:49:00;AUSTIN;CPD;9638828abf9d3094834d31f23ea6227a93e93014de31a6a851843babe4d69ccd;0964125B;200
2016-02-29 11:46:00;LOOP;DOF;930a1227fdf1c0a73f1cf071626019ad1c00831749ab45c329946d1b7a9852ac;0964080B;100
2015-11-30 15:56:00;LOGAN SQUARE;Miscellaneous;ddf55683cb26dbc53726b148c7221d518d10f815db0a8317575ca989c3b44889;0964190A;50
2005-01-05 12:00:00;IRVING PARK;DOF;e74395a375878c5ab7912fbee9af7380a1a2c55f3d929b22f04def4f654e85e3;0964190A;30
1999-10-14 10:20:00;LOGAN SQUARE;DOF;3b3c8474242977b5b1d6744f305eed44ef4b1c189c8ba95a38f0d8f82a4f0ad8;0964150B;30
2008-08-19 01:43:00;LOGAN SQUARE;DOF;13be3ef396aea7e3c2138d28a6c05712b8dfd06d723876751b4ad182259a82fa;0976160A;50
2004-02-06 13:26:00;WEST TOWN;DOF;770d68fc216a00696a823a740f6990888c021d266fe868584c1bf65e38d67fb5;0964190A;30
2002-12-13 16:55:00;LAKE VIEW;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0976160A;25
2016-10-28 21:50:00;NEAR NORTH SIDE;DOF;571d0d5200a1fe734c328b4d76cbfb066f2d3af058aec36ac94a928a8b03c4a6;0976160F;60
2003-02-20 07:10:00;SOUTH LAWNDALE;Miscellaneous;c42bb84f48effd3d7a44b1b41045ff9a32cafaa4ff30b3cb41361d658294aa47;0976160F;25
1996-10-08 02:40:00;BELMONT CRAGIN;Unidentified;5debae309eab810823e60fb1337704f27a8cb74c1d5a8b6d6acc54e065f315d8;0964170B;25
2002-11-08 17:44:00;LOOP;Miscellaneous;af7f52111481927482b9576fae2f3bbc3a89d2a1eea4b17fbfc57c20a7e8d68c;0964190A;30
2003-10-02 22:34:00;WEST RIDGE;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0980110B;50
2002-02-19 13:29:00;LAKE VIEW;DOF;cb4034f4cf42f02bff3742fac6327918ac0e7d7e9e5a51767d2404985ac2cac5;0964190A;30
2013-09-23 16:30:00;LAKE VIEW;DOF;e4200ef4231c667c82e57204f7284d0abb0e3a5358fc2c9c8a10f2f4eb96feac;0964090E;75
2013-05-23 00:57:00;AVONDALE;DOF;9800d04b9101301314a9f933da937143733592a0c13f0a34df521dae2a1274fc;0964090E;75
2011-11-18 11:44:00;LAKE VIEW;DOF;b19f0606b4584c94fdb14c75783c5e5350c00e4d1209f5dda739d52a3f96b37c;0964090E;60
1999-03-08 07:55:00;LINCOLN SQUARE;Unidentified;575eec134336abd6cfcd6e91419768c8ddb6bbea64b0fc0b33ec719c77627757;0964080A;30
2010-07-22 18:52:00;WEST TOWN;DOF;b95b1e974e65435489fd2ce1fbb51bb965924b3986d06194250dbb7d12733cf0;0964190;50
2016-10-08 19:06:00;NEAR NORTH SIDE;DOF;6770cf56d38680b0b4b2de0d9b89a77e83c27520ea9c9ad69cdbe6e61fa9e612;0964190B;65
2007-08-01 13:52:00;NEAR WEST SIDE;CPD;42da29add041a22d44c1c0a0193a45e3f6e872897dd65c8070481eb56306eca1;0964190B;50
2010-07-23 13:56:00;LOOP;CPD;c2db741710c6aae68089b023115b0c0e928315d1762c50615fe7bf67dbdf1fb1;0964150B;60
2006-04-06 18:07:00;LOOP;CPD;37fc844073e974819e64479d0c96e58c130b0fbe65da81bba512efbc42baea7a;0964150B;50
2009-11-25 07:23:00;IRVING PARK;CPD;7ab6d497429b8c739aeaffd25737ac87554f7a016101dbc65dab235bf01080e6;0964040B;50
2014-09-26 15:42:00;NEAR NORTH SIDE;Miscellaneous;9f96af7e2f07ba2a2fa51aff217df160f57a20c9f673d86ab5fdd7e43f4dd99d;0964190B;65
2017-04-01 16:23:00;NEAR NORTH SIDE;DOF;a99355a5d9fb633aa4c6d6d3e2271a316381a014e7e0218eeda39e09ac14ed31;0964190B;65
2002-06-11 09:59:00;SOUTH SHORE;DOF;ebb41800f51102301b41cbb5d22c2e6ff75692349c30a74b9b4fa5c4922106fe;0964040B;50
2014-04-26 13:57:00;OHARE;CPD-Airport;6d022c41a761942f27ab6de38954591b758e567fe01e732d6e7b08786563a3a5;0976160A;60
2013-11-28 20:10:00;NEAR NORTH SIDE;Miscellaneous;1b68a0e0adc3f054ee014ec5639d445f2f2adeeb8860c0c4ab1a72b98690bb54;0964190B;65
2002-03-06 21:40:00;LINCOLN SQUARE;CPD;cc40718a4d8d4045e63a40e9835fdfbe69005f61df1af4853562d3baefdf115f;0976160A;25
2001-11-06 13:58:00;NEAR WEST SIDE;DOF;3b7f933eef1c3f62ded5b3368eaec05f3d174b8de71b77f8623c9171d89b0855;0964190B;50
1998-03-01 17:30:00;PORTAGE PARK;Unidentified;4fef7aabc0045e6eef71b360aad9c009b131c627a1f465fc5ee043415d8e54fd;0964125;60
2004-01-01 04:07:00;NORTH LAWNDALE;CPD;d26a123dbcc15ee80762d1d4f0f2b9e7e041b8c71b1d8b4f88b40d28ebbf8b2b;0964060;30
1999-11-15 04:30:00;SOUTH CHICAGO;CPD;41979a783609c7205c86de12da8f5424140fd24ccc9ae0e940db31fe7de4b432;0976160A;25
1998-02-16 20:15:00;SOUTH SHORE;Unidentified;8ab563cfd1c2f8a8a4b79f79dab3b82715cbcf2855d352838f6ab7b985fdd833;0964150B;30
2004-02-03 14:02:00;ARCHER HEIGHTS;DOF;93dd90a7b6ac7f0f00ceed5c9d1e3b854757ecb75fee03260011a1bed8cebded;0964050J;150
2015-10-07 23:55:00;HUMBOLDT PARK;CPD;415d797123c5f62482173291e49abb87da35e1aa10310af7d33d0230a698f6c7;0964125B;200
2016-08-18 09:45:00;NEAR NORTH SIDE;DOF;6693378a33cfd658423f132388dd30f5bd38980f4b656912bfc8f14347fa7a82;0964150B;75
2018-01-12 10:53:00;EAST SIDE;DOF;9a5b23040fcd1eb600587b666dee800e04cc1f3cf1caec91c78c2b8872deb833;0964020A;25
2014-12-23 01:14:00;WEST PULLMAN;CPD;b3e437f51ef0219270fcfb3d6bba003a7aa7168537a21a0a2ba96ba2b26041b9;0976160F;60
2006-09-28 10:14:00;LOOP;CPD;05ce3fd8e14e622a7b293fb18b53175c5a92e4052c52ba1b3f3e8ae1ec293cce;0964190B;50
2009-01-27 11:49:00;LINCOLN PARK;DOF;9afbe85953d82546b299c50017bf4b1f76a3235a19dff129516d24159f37afee;0964080B;60
1998-08-27 12:17:00;HERMOSA;Unidentified;1d2cb46fa291c94c77d084958094d9beb6de5ccde4f1ab8257e16d9b13e9f1ec;0964125;60
2010-10-14 20:55:00;LAKE VIEW;DOF;8007c2e1755ed78d52424e8332dedc7f1884fdbe3e7edd3cf5e001c999640531;0964190;50
2006-10-13 07:28:00;NEAR WEST SIDE;CPD;4d648577b2364fbe9cb78c49e5bbdfc7e6fbaf73c5dc7c0bf3a55a6acbf069b9;0964080B;50
1999-10-19 22:25:00;LOGAN SQUARE;CPD;f6ac00da676354136eb371266c0210bb17759ef893899721b514894a2676e670;0964100D;30
2013-01-01 11:10:00;NEAR SOUTH SIDE;CPD;4abe7994321c5cdf685e4e4ecfbad4ccb720780c4c7dc7738c7c64e816a4c685;0976160F;60
2011-09-07 09:07:00;UPTOWN;CPD;a426d4fefddee8dd4845e7aac2dc244f0f61099d2e6a3cd1f31ccce3b77b6cde;0964040B;50
2001-10-22 09:21:00;GREATER GRAND CROSSING;Miscellaneous;b8139b7859bb081bec694e4dfdb73dad1114d580710137813bdb6b6c6d3c5c9d;0964040B;50
2010-01-07 05:48:00;NEAR NORTH SIDE;Miscellaneous;281a8c7c2499890beefd9ca1ecb3271816801b0c9850df0629b066884c826248;0964125;120
1998-08-20 15:00:00;NEAR WEST SIDE;Unidentified;aa4cd23e0773ba586e519bbab5ce03d678510d218e02cc024a6c9ca406345e75;0964190B;30
2005-03-17 11:01:00;LAKE VIEW;DOF;e2eac6fdb0b240fb23793b15d988abe80f350b68b24eb826155f596aff021c23;0964090E;50
2008-12-30 16:37:00;LOGAN SQUARE;CPD;5183097fc3f0361b50d5a9bc1946d990a6f6bcfc3cd029bf05335bfd49fa857d;0964080A;60
2000-03-01 17:50:00;NEAR WEST SIDE;CPD;8d65e5d861731b85056d5cefb943c042533d5e3e2f2156edf77b5e42db4aad8e;0964190A;30
2006-10-26 12:24:00;LINCOLN PARK;DOF;9c8da2ca1bba7003e76bc663113ee4903f66b88f61b4ecabe38f476fc6ad98fa;0964190A;30
2003-05-05 09:15:00;KENWOOD;CPD;f23b8f3998b34aea7d85b3aed20c391111c25c2808a6333bf75a8a9b719457fa;0964080B;50
2000-08-14 10:25:00;SOUTH LAWNDALE;Miscellaneous;ed7de9852ab50ef3c13df5a00f2102d50eb0813e427ca0766d3c04c2a90578fb;0964125;60
2006-01-31 06:10:00;NEAR NORTH SIDE;CPD;88c1329b8807aa5bd9758d5e0eafe4851cde8cb7e724ff5717c61e687b4204a7;0976160F;50
2016-01-06 11:19:00;NEAR WEST SIDE;DOF;c1c06cbb4c0e32cf2cab97499afcb133b31a50b988a35ff545c2b6e40339c888;0976160F;60
2011-06-17 11:17:00;WEST PULLMAN;DOF;633adc30e766af7f0539b92ad66402b564ebc99d530b5508d63e5b617d960dcd;0976160F;50
2004-11-18 13:00:00;LOOP;CPD;28a56ad216b58a92311c2b5c8ba28574aa8abeaa46598763795536d6a15fbb57;0976160A;50
2004-06-24 15:42:00;NEAR WEST SIDE;CPD;05764f4f6eb55fe1c1e8749870c0b1ac8cf27c256fef8dd85df892328d797a19;0976160F;50
2001-07-19 11:12:00;LOOP;CPD;92922c3daa282dd8c246da1591d8fa4f7cdf0810d57249eddf1ab013839f0edb;0964150B;50
2016-02-03 11:07:00;GRAND BOULEVARD;CPD;0833e2a238f693f42151990a70e92e26bbe2bd386b45afe5049884ba1718070b;0964125B;200
2008-01-27 17:30:00;WEST ENGLEWOOD;CPD;09b5319e90d25f87bfee89758ddbf88de8ca574ce66feadabb7209c4c23d33e4;0976160F;50
2002-07-19 01:15:00;LOGAN SQUARE;CPD;1a0f4c2e22e26a5e2804959d3098bea93aa2e80133785c5ca6dbe22731490c64;0964150B;50
2000-08-11 09:20:00;KENWOOD;CPD;43c18c5c77313f5ae4cdca36844742ca4b3f3e8edb70bbeef2462ab6bfbdd297;0964040B;50
2007-03-17 09:01:00;NEAR SOUTH SIDE;CPD;f8cf200f11c891e42050e17eaabaaa75c2f92f3bf77bb709b1362e9e61e253b5;0964190B;50
2016-01-27 14:11:00;LOWER WEST SIDE;DOF;2614267b709c64fa53a6fae4867ae6d53ef6abac19020e8dca12e527657ae6bd;0964080B;100
1999-12-06 09:40:00;LAKE VIEW;CPD;edd1f9bf5c91c652d5ba7b2f1c61f2c5ea96cb015c6772b58364aaded955ad49;0964040B;50
2005-05-03 11:15:00;WOODLAWN;CPD;eaddbc132e631db7b73ff43e26997ac47ad5da12c436301b5aec1c10c9ba9819;0964125;120
2001-05-04 13:24:00;WEST TOWN;DOF;5136a711fcc194f25e7264f942d819090cf53e28281be9cc74751a028a1f8f5b;0964040B;50
2012-12-18 11:44:00;CALUMET HEIGHTS;DOF;af90efefd4a002759448fd944008ea9b92ecfb6697f135526b805752c7a22fb9;0976160F;60
2017-03-02 21:14:00;WEST GARFIELD PARK;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964125B;200
2014-01-31 01:31:00;MCKINLEY PARK;CPD;2dee8f8e25a73e3050223a50e41e3d4b41398fa9b0d52e1da5d71f8e97fb3c5a;0964100A;100
2002-10-09 16:11:00;EDGEWATER;CPD;2ea52a468681aa0876c4058905c65ac2381776fd2bd1160534ed453fe7326be3;0964080A;50
2000-08-03 02:21:00;MONTCLARE;CPD;2efe47970ca9a1d462a6723eaeedbef75a4c10ae629299d042c7e3905878a400;0976160A;25
2006-10-14 02:17:00;HUMBOLDT PARK;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0976160A;50
2016-07-07 12:53:00;NEW CITY;CPD;0720ece0545b977a4a9c6911dfa0d759fe80c69525ab89977a468e4b9a5a26d8;0964040B;60
1997-11-06 11:25:00;ASHBURN;Unidentified;d02ab885dd39c9300cb9f02a5119ccadf54dc4d37d8e6c2f435c9e17b8372c08;0964040B;50
2003-03-06 15:03:00;CLEARING;CPD;bc15ec3d9dcd70c2db56b4b9c7d9a6161195f3e9bd55105bcaaa7d50f25e8549;0976160F;25
2007-07-20 19:21:00;EDGEWATER;CPD;9228c8e5abac7481f2f8579df0df5b23d36c2c618a7135bda6da6209033bba0c;0964190A;30
2015-06-12 09:30:00;MCKINLEY PARK;DOF;93c2699f7bf5650057103ff8700b57b6ff5c25ed7ea10afe979068c729402c78;0964040B;60
2017-10-12 10:31:00;AVONDALE;DOF;f7eea7fd8e71c2f23850e137cb1c478c66ef08737bfbdc484eab2bc8b0c23a8e;0964040B;60
2003-10-03 22:28:00;CHATHAM;CPD;0d305ac98d3193ac3e0b8f59456c0b376ab8508002479f639011965873eb7505;0964125;60
